""	0
due to injuries	7725
due to misdiagnosis	7726
due to redistricting	7727
due to serious foot injury	7728
dung heap on the quay	7729
durability	7730
duration four years	7731
during 1879 season	7732
during 1957-1960	7733
during 1968-1975	7734
during 1990s	7735
during 2007-2008	7736
during 2007–08 season	7737
during Alice Cooper tours	7738
during Cushnahan's leadership period	7739
dynasty of prominent ecclesiastics and literary figures	7740
each of the five Olympics she competed in	7741
early 17th century	7742
early 1940s	7743
early 1946	7744
early 1970s	7745
early 1980s	7746
early 1990s	7747
early 1992	7748
early 1996	7749
early 1999	7750
early 2000s	7751
early 20th century	7752
early December 1997	7753
early Rhode Island settler	7754
early Whitesnake songs	7755
early experiments in digital encoding of audio for the military	7756
early rock and roll	7757
early rock and roll group	7758
early sound film era	7759
early summer of 1997	7760
early teacher of Kirill Karabits	7761
early to mid-teens	7762
early twentieth century	7763
early-stage technology companies	7764
earning income and building wealth	7765
earnings opportunities for PGA Tour players domestically	7766
earnings opportunities for PGA Tour players internationally	7767
eastern Ecuador	7768
eco-tourism development	7769
eco-village programme	7770
eco-village programme in Mannanan village of Kottayam district	7771
ecology	7772
economic development initiatives	7773
economic reforms	7774
economic rights to 60 or 70 players across Europe and South America	7775
economics	7776
economics and business administration	7777
economics and finance	7778
economics at UCLA	7779
economics degree	7780
economist	7781
ectoderm	7782
editions of the Civil and Municipal Codes	7783
editor	7784
editor of the "Telegraph"	7785
editor-in-chief	7786
education	7787
education initiatives	7788
educational opportunities to children in developing countries	7789
educator	7790
effective for a while	7791
eight Big Ten Conference championships	7792
eight houses	7793
eight identities	7794
eight months after Hephaestion	7795
eight of Michigan's 12 games in 2008	7796
eight properties	7797
eight studio albums	7798
eighth Lieutenant Governor of Prince Edward Island	7799
elder son of Lee Kuan Yew	7800
election to Richard Nixon	7801
elective office	7802
electoral district of 4th Kings	7803
electoral district of Queen's	7804
electoral officer	7805
electrical and computer engineering	7806
electro-plating	7807
eleven innings	7808
eleven years	7809
elite gymnast	7810
elite gymnastics	7811
embryologist	7812
eminent administrator	7813
emotion	7814
emotionally disturbed man	7815
encouraging	7816
end of 1895 season	7817
end of 1964-65 season	7818
end of 1996	7819
end of 2003 season	7820
end of 2004 season	7821
endoderm	7822
energy	7823
engineer	7824
engineer and financial manager for Crass	7825
engineering position at Park Brothers' Black Diamond Steel Works	7826
engraver	7827
engravings	7828
enormous planned reservoir in modern-day northern Anhui province	7829
entered marriage to avoid suspicion as a papist	7830
entire army	7831
entrepreneur	7832
environmentally sustainable and equitable transportation projects and policies worldwide	7833
episode "Hidden Persuaders"	7834
episode of TV series "Open and Shut"	7835
episodes of This Week	7836
erosion of metals	7837
erratic behavior	7838
essayist	7839
essays	7840
establish himself in the VFL	7841
establishing Adamawa Emirate	7842
establishment of the Catholic Church in the United States	7843
estate in Carnikava	7844
ethical egoism	7845
ethnographer	7846
evacuation of Crete	7847
evangelical Christian missionary pilot	7848
evangelize the Huaorani people	7849
events The Donnas were involved with	7850
eventual finalists in UEFA Euro 2016 qualifying playoffs	7851
eventual legal action against Malaysians participating in Bersih 4 demonstrations abroad	7852
every day	7853
evolutionary theory	7854
excessive hunting	7855
exclusivity to analog processes	7856
excuse to remove Matthew Aylmer as Commander-in-Chief	7857
execution	7858
executive	7859
executive producer on films and series for ITV	7860
exhaustion and desire to write and get involved with other projects	7861
exhortation to frequent communion	7862
exile in Paris	7863
expand Monaco influence	7864
expanded version of "The Cure for Bad Deeds"	7865
experiences as a real estate investor	7866
experiences in making the independent British film	7867
experiences with real estate investing	7868
explain the story	7869
exploit Charles Martin Hall patents for making aluminum by electrolysis	7870
exploration of new ideas	7871
extensive research on fossils	7872
extensive work on Swazi culture	7873
extermination of non-whites and Jews	7874
extortion	7875
extra guitar parts	7876
extreme battlefield bravery	7877
eye patch	7878
facial injuries	7879
factories	7880
factual programmes and documentary films	7881
faith	7882
fall of the city	7883
false accounting	7884
false identity documents to Jewish children	7885
family	7886
family lumber business	7887
family of seasoned lugers	7888
family roots	7889
family-owned business	7890
fans	7891
fantasy books illustrated by John Howe	7892
fantasy genre	7893
far-right activists	7894
farewell tour in 2015	7895
farmer	7896
fascist ideals	7897
fashion designer	7898
fashion model	7899
fast and energetic player with good dribbling abilities	7900
fast and energetic sound	7901
fast bowler	7902
fastest-ever time in women's 1000-yard freestyle short course	7903
fastest-ever time in women's 1650-yard freestyle short course	7904
fastest-ever time in women's 500-yard freestyle short course	7905
fastest-ever times in 500-yard freestyle	7906
fatal crash	7907
fatal injuries from collision in 1995 race	7908
father of Alana Summer Davis	7909
father of Gordon Hogg	7910
father of Kirill Karabits	7911
father of Nodar Kumaritashvili	7912
father of Philip	7913
father of Quinn Mallory	7914
fauna	7915
favourite son of Louis VI as a child	7916
feature film	7917
feature film "Blackbird"	7918
feature film "Catch Me If You Can"	7919
feature film "Familiar Strangers"	7920
featured in song "Animale"	7921
federal government	7922
fee for blessings and business advice	7923
feeding center in the hypothalamus	7924
fellow of Rockefeller Foundation	7925
fellow-lodger at the same house as Governor Murphy	7926
fellowship to study in Swaziland	7927
fief of the Empire	7928
fifteen	7929
fifteen extended plays	7930
fifth	7931
fifth best in Italian Formula Three Championship in 1995	7932
fifth coach in Big Ten history to win seven conference titles	7933
fifth studio album "Punk in Drublic"	7934
fifth term as Mayor of Chicago in 1893	7935
fifty-nine years	7936
fight against cancer	7937
film	7938
film "Bored to Death"	7939
film "Why Do Fools Fall in Love"	7940
film Catch Me If You Can	7941
film Difficult Years	7942
film actress	7943
film adaptation of the novel The Eagle Has Landed	7944
film by Cindy Kleine	7945
film director	7946
film production	7947
film production company	7948
filmmaker	7949
films	7950
films and series episodes for BBC	7951
films and series episodes for ITV	7952
films by Cindy Kleine	7953
films during 1930s	7954
final episode in the Morse canon	7955
final episode of "Blake's 7"	7956
final of UEFA Euro 2016	7957
financial adviser	7958
financial adviser after release	7959
financial analyst	7960
financial difficulties of the mid-18th century	7961
financial fraud consultancy company	7962
financial newsletter	7963
financial research and analysis firm	7964
financial stability of Smith College	7965
financial support from different agencies	7966
financial writer and analyst in the late 1970s	7967
fine iron works	7968
fine jewelry design	7969
first 90 mph plus lap	7970
first African American woman to win Miss USA title	7971
first African-American woman to win Miss USA title	7972
first American rock musicians with Beatlesque hair	7973
first Catholic orphanages in New York	7974
first Catholic schools in New York	7975
first French rider to win FIM Superstock 1000 Cup championship	7976
first Jews to play Major League Baseball	7977
first MP of Reykjavík North constituency	7978
first Manx Grand Prix in 1930	7979
first Nirmithi Kendra in Kollam district	7980
first Nirvana album "Bleach"	7981
first Prime Minister of Singapore	7982
first Ukrainian conductor to be named Principal Conductor of a UK orchestra	7983
first all-time in Major League history	7984
first alternate for World Championships team	7985
first art gallery in Monaco	7986
first athlete to die in competition at the Olympic Games since Knud Enemark Jensen	7987
first base	7988
first choice goalkeeper for Bosnian national team	7989
first commercial video game console	7990
first cousin twice removed of President William Henry Harrison	7991
first daughter	7992
first division	7993
first drum kit at the age of five	7994
first five albums	7995
first francophone to command the Canadian Forces in Afghanistan	7996
first full-time legal counsel	7997
first graphical user interface for a personal computer	7998
first head coach for Nazareth College Division III ice hockey program	7999
first honoree	8000
first manager of Baltimore Orioles	8001
first mayor of Chicago	8002
first opera house in Monaco	8003
first playoff win for Colts since Super Bowl V	8004
first prize in drawing	8005
first professor in Department of Physiology at All India Institute of Medical Sciences	8006
first public library in Monaco	8007
first public school in Monaco	8008
first rider to win Senior TT twice in succession	8009
first rider to win back-to-back FIM Superstock 1000 Cup championships	8010
first rider to win three consecutive titles in FIM Superstock 1000 Cup series	8011
first round	8012
first round of 1967 AFL Draft	8013
first round of 1970 NBA Draft	8014
first round of 2002 MLL draft	8015
first runner-up at Miss Universe 1990 pageant	8016
first runner-up to Mona Grudt	8017
first scientific academy in Monaco	8018
first scientific society in Monaco	8019
first scientist to describe conodonts	8020
first since original nuclear test in 1974	8021
first supermodel	8022
first swimmer from Trinidad and Tobago to win an Olympic medal	8023
first swimmer to represent the United States in five Olympic Games	8024
first team All-Patriot League honors in 2004	8025
first team All-Patriot League honors in 2005	8026
first team football at Altay SK	8027
first theater in Monaco	8028
first three albums	8029
first to define the term sustainable transport	8030
first two Super Bowls	8031
first two albums	8032
first two seasons of National Women's Soccer League	8033
first two seasons of Petticoat Junction	8034
first two series of Blake's 7	8035
first-choice goalkeeper at Celtic	8036
first-choice left back at Celtic	8037
first-choice left back at Wolverhampton Wanderers	8038
first-class cricket until 1996	8039
first-class teaching licence from Prince of Wales College in Charlottetown	8040
first-round upset of Michigan State	8041
firstborn son of Thutmose III	8042
five	8043
five Brit Awards	8044
five Final Four appearances in a row	8045
five Olympic gold medals	8046
five Wisden Cricketers of the Year	8047
five boys	8048
five consecutive UK number one albums	8049
five consecutive UK number one albums with "Pull the Pin"	8050
