head	tail	relation
Notre Dame	Kayla McBride	member of sports team
Notre Dame	four consecutive Final Fours	achieved
Notre Dame	three NCAA championship appearances	achieved
Texas Tech Red Raiders basketball team	Texas Tech University	part of
National Basketball Association (NBA)	Texas Tech Red Raiders basketball team	has player
National Basketball Association (NBA)	1947	inception
1997 draft	Tony Battie	draft picks announced
Tony Battie	Texas Tech's only player drafted in the first round	notable for
Seattle SuperSonics	3 Red Raiders	drafted
Oklahoma City Thunder	Seattle SuperSonics	replaces
Seattle SuperSonics	3 Red Raiders	drafted
Seattle SuperSonics	more than any other NBA franchise	drafted
Los Angeles Kings	professional ice hockey franchise	instance of game
Los Angeles Kings	Pacific Division	member of sports league
Pacific Division	Western Conference	member of sports league
Western Conference	National Hockey League	member of sports league
Los Angeles Kings franchise	1967	inception date
Los Angeles Kings	430 players	sports team drafting player
2014 NBA draft	48th	ordinal number
2003 NBA draft	The Theater at Madison Square Garden	location of
National Basketball Association	41 college and high school players filed as early-entry candidates for the 2003 NBA draft	announced
National Basketball Association	a record 31 international players filed as early-entry candidates for the 2003 NBA draft	announced
Cleveland Cavaliers	22.50 percent	selection
Cleveland Cavaliers	NBA draft lottery	won
NBA draft lottery	May 22	date
Cleveland Cavaliers	Cleveland Cavaliers would select LeBron James	draft position
Detroit Pistons	second	draft pick position
Denver Nuggets	third	draft pick position
LeBron James	Cleveland Cavaliers	drafted by
Darko Milicic	Detroit Pistons	drafted by
Carmelo Anthony	Denver Nuggets	drafted by
Nicke Andersson	Nick Royale	alias
Nicke Andersson	1 August 1972	year of birth
Nicke Andersson	Swedish singer	occupation
Nicke Andersson	guitarist	occupation
Nicke Andersson	drummer	occupation
Nicke Andersson	songwriter	occupation
Nicke Andersson	composer	occupation
Nicke Andersson	work as the singer and guitarist of The Hellacopters	notable work
Nicke Andersson	work as the drummer for Entombed	notable work
Nicke Andersson	producer	occupation
Nicke Andersson	artwork creator	occupation
The Solution	Nicke Andersson	musician
The Solution	Nicke Andersson	lyricist
The Solution	Scott Morgan	member
Death Breath	Nicke Andersson	musician
Death Breath	Nicke Andersson	instrumentalist
Death Breath	Nicke Andersson	lyricist
Nicke Andersson	well over a hundred different official releases with different bands	context for creative work
Imperial State Electric	Nicke Andersson	member of tour
Tiamat	Nicke Andersson	former drummer
Tiamat	Treblinka	former name
Nicke Andersson	Tiamat	left band by
Nicke Andersson	Tiamat	recorded during
Prostitute	fourteenth track from Chinese Democracy	track number
Prostitute	final track from Chinese Democracy	track number
Chinese Democracy	sixth studio album by Guns N' Roses	instance of game
Chinese Democracy	2008	publication time
Prostitute	1999	earliest known date
Prostitute	July issue of Spin Magazine	included in publication
Axl Rose	Prostitute	title for
"Prostitute"	Axl Rose	author
"Prostitute"	Paul Tobias	author
"Prostitute"	Robin Finck	contributor to work
Fire and Gasoline	heavy metal album	instance of game
Fire and Gasoline	1989	publication time
Fire and Gasoline	Steve Jones	producer
Steve Jones	the Sex Pistols	member of band
Fire and Gasoline	Axl Rose	performer
Axl Rose	Guns N' Roses	member of band
"I Did U No Wrong"	Axl Rose	performer
Fire and Gasoline	Nikki Sixx	lyricist
Nikki Sixx	Mötley Crüe	member of band
"We're Not Saints"	Nikki Sixx	lyricist
Fire and Gasoline	Ian Astbury	co-producer
Ian Astbury	The Cult	member of band
Cult	Band	instance of game
Billy Duffy	The Cult	member of band
Buckner Homestead Historic District	Lake Chelan National Recreation Area	is located
Buckner Homestead Historic District	group of structures relating to early settlement in the Lake Chelan area	is described as
Buckner Homestead Historic District	time period of over six decades	period of time described by
time period	1889	start date
time period	1950s	end date
Buckner Homestead Historic District	15 buildings	contains
Buckner Homestead Historic District	landscape structures and ruins	contains
Buckner Homestead Historic District	over 50 acre of land	has part or has former part
land	orchard	contains
land	hand-dug irrigation ditches	determined by
cabin	oldest building on the farm	instance of game
cabin	1889	date of construction
the farm	Buckner family	acquired by
Buckner family	1910	was acquired by
Buckner family	1970	lived in
the property	National Park Service	owner
Buckner Cabin	True	listed in the National Register of Historic Places
Buckner Cabin	1974	date of
rest of the Buckner farm	a historic district	instance of game
rest of the Buckner farm	1989	date of establishment
Buckner homestead and farm	National Park Service	operated by
Buckner homestead and farm	an interpretive center	used during
interpretive center	pioneer farm life in the Stehekin Valley	provides information about
Ingles Bottom Archeological Sites	a set of archaeological sites	instance of game
Ingles Bottom Archeological Sites	a national historic district	instance of game
Ingles Bottom Archeological Sites	the New River	located on
district	variety of archaeological sites	contains
archaeological sites	human occupation	refers to
human occupation	8000 B.C. to the present	time period
district	site of a log cabin	includes
log cabin	1762	publication time
log cabin	William and Mary Draper Ingles	residence of
William and Mary Draper Ingles	1732-1815	life span
property	site of a stable	contains
property	family cemetery	contains
property	Ingles Ferry	contains
Arab Mountain Fire Observation Station	historic fire observation station	instance of game
Arab Mountain Fire Observation Station	Mount Arab	located on
Arab Mountain Fire Observation Station	40 ft steel frame lookout tower	contains
40 ft steel frame lookout tower	1918	publication time
Arab Mountain Fire Observation Station	observers cabin	contains
observers cabin	1948	publication time
Arab Mountain Fire Observation Station	trace of the foundation of the original cabin	contains
Ding Fang	1956	year of birth
Ding Fang	well-known Chinese painter	instance of game
Ding Fang	curator	occupation
Ding Fang	Nanjing College of Fine Arts	educated at
Ding Fang	1986	graduation year
Ding Fang	Masters in oil painting	field of work
Nanjing College of Fine Arts	Ding Fang	educated
Ding Fang	professional artist	occupation
Ding Fang	Fine Arts in China Magazine	contributor to
Ding Fang	Institute of Fine Arts at Nanjing University	worked at
Ding Fang	2000	year of move
Ding Fang	Institute of Fine Arts at Nanjing University	teacher at
Ding Fang's work	several prominent shows in China	exhibited in
Ding Fang's work's appearance	early 1980s	chairman start time
Ding Fang	galleries in Sweden	exhibited in
Vienna	Ding Fang	exhibits
Los Angeles	Ding Fang	exhibits
London	Ding Fang	exhibits
Oxford	Ding Fang	exhibits
Sydney	Ding Fang	exhibits
Rotterdam	Ding Fang	exhibits
many major Chinese exhibitions	Ding Fang	contains work of
Beijing Biennale	Ding Fang	contains work of
Beijing Biennale	2003	publication time
"The Wall: Reshaping Contemporary Chinese Art"	Ding Fang	contains work of
National Art Museum of China	Ding Fang	time period held
Retrospective	2002	publication time
Yuan Center gallery in Beijing	several of Ding Fang's paintings	exhibited
Yuan Center gallery in Beijing's exhibition	"After Culture"	title for
Ding Fang	avant-garde movement	member of
Christian Bale	British actor	instance of game
Christian Bale	various films	has role
Christian Bale	advertisements	has role
Christian Bale	a video game	has role
Christian Bale	1986	film debut
Christian Bale's acting debut	television film	preferred medium
Christian Bale	1987	year of film debut
Christian Bale's film debut	John Malkovich	starred in
Christian Bale's film debut	Miranda Richardson	starred in
Empire of the Sun	war film	genre
Christian Bale's role	young boy	protagonist role
young boy	China	interned in
young boy	Japanese	invaded by
Christian Bale's role	most film critics	received critical acclaim from
Henry V	Christian Bale	cast member
Christian Bale	minor role	occupation
Henry V	drama film	instance of game
Krzysztof Penderecki	Krzysztof Eugeniusz Penderecki	name
Krzysztof Penderecki	23 November 1933	year of birth
Krzysztof Penderecki	Polish composer	instance of game
Krzysztof Penderecki	conductor	occupation
Krzysztof Penderecki	Poland's greatest living composer	qualifier
Krzysztof Penderecki	Threnody to the Victims of Hiroshima	notable work
Krzysztof Penderecki	Symphony No. 3	notable work
Krzysztof Penderecki	St. Luke Passion	notable work
Krzysztof Penderecki	Polish Requiem	notable work
Krzysztof Penderecki	Anaklasis	notable work
Krzysztof Penderecki	Utrenja	notable work
Krzysztof Penderecki	four operas	composer of
Krzysztof Penderecki	eight symphonies	composer of
Krzysztof Penderecki	other orchestral pieces	composer of
Krzysztof Penderecki	a variety of instrumental concertos	composer of
Krzysztof Penderecki	choral settings of mainly religious texts	notable work
Krzysztof Penderecki	chamber works	notable work
Krzysztof Penderecki	instrumental works	notable work
Ludwig van Beethoven	one of the most influential figures in the history of classical music	position
Ludwig van Beethoven	the greatest living composer during his lifetime	position
Beethoven's music	among the most performed	position
Beethoven's music	among the most discussed	position
Beethoven's music	among the most reviewed	position
analysis of Ludwig van Beethoven's life and work	Scholarly journals	publication
Ludwig van Beethoven	numerous biographies	notable work
Ludwig van Beethoven	monographs	notable work
Beethoven's music	development of Schenkerian analysis	direction of movement
Ludwig van Beethoven	among the most important composers	position
Ludwig van Beethoven's music	the most frequently recorded	position
Stefans Grové	23 July 1922	year of birth
Stefans Grové	29 May 2014	date of killing
Stefans Grové	Pretoria	location of death for
Stefans Grové	South African composer	instance of game
Stefans Grové	Africa's greatest living composer	statement associated with
Stefans Grové	one of the most distinctive compositional voices of our time	characteristic
Javier Torres Maldonado	1968	year of birth
Javier Torres Maldonado	Mexican-Italian composer	instance of game
Nikolay Pirogov	Nikolay Ivanovich Pirogov	name
Nikolay Pirogov	25 November 1810	year of birth
Nikolay Pirogov	5 December 1881	date of killing
Nikolay Pirogov	prominent Russian scientist	occupation
Nikolay Pirogov	medical doctor	occupation
Nikolay Pirogov	pedagogue	occupation
Nikolay Pirogov	public figure	occupation
Nikolay Pirogov	Russian Academy of Sciences	member of
Nikolay Pirogov	Russian Academy of Sciences	member of
field surgery	Nikolay Pirogov	founder
Nikolay Pirogov	ether as an anaesthetic	founder
Nikolay Pirogov	anaesthesia in a field operation	founder
Nikolay Pirogov	1847	medical procedure
Nikolay Pirogov	various kinds of surgical operations	invented
Nikolay Pirogov	plaster casts to treat fractured bones	uses technique
Nikolay Pirogov	widely recognized Russian physician	instance of game
Podiatrist	molding custom orthotics	function
custom orthotics	patients foot malformations	used to treat
Podiatrist	creating basis for their molds	method of application
method for creating basis for their molds	plaster casts	includes
method for creating basis for their molds	foam box impressions	includes
method for creating basis for their molds	three-dimensional computer imaging	includes
method for creating basis for their molds	proper fit under 80% of the time	accuracy rate
Cynthia Albritton	Cynthia Plaster Caster	alias
Cynthia Plaster Caster	American	place of citizenship
Cynthia Plaster Caster	artist	occupation
Cynthia Plaster Caster	recovering groupie	stated occupation
Cynthia Plaster Caster	plaster casts of famous persons' breasts	creator of
Cynthia Plaster Caster	plaster casts of famous persons' erect penises	creator of
Lewis Nockalls Cottingham	1787	year of birth
Lewis Nockalls Cottingham	13 October 1847	date of killing
Lewis Nockalls Cottingham	British	place of citizenship
Lewis Nockalls Cottingham	architect	occupation
Lewis Nockalls Cottingham	Medieval Gothic architecture	field of work
Lewis Nockalls Cottingham	restorer of existing buildings	occupation
Lewis Nockalls Cottingham	conservator of existing buildings	occupation
Aaron Paul	Aaron Paul Sturtevant	official name
Aaron Paul	American actor	instance of game
Aaron Paul	Jesse Pinkman	notable work
Jesse Pinkman	Breaking Bad	part of work
Critics' Choice Television Award for Best Supporting Actor in a Drama Series	Aaron Paul	award received by
